id,text,source,language_pair,category,severity_hint,risk_flag
CS162,"डेंगू जैसा बुखार लग रहा है (dengue jaisa bukhar lag raha hai)
Literal: Feels like dengue fever
Meaning: High fever with body ache and fatigue; dengue suspected.
Cultural context: Lay suspicion of dengue based on local prevalence and symptoms.
Synonyms/variants: डेंगू टाइप बुखार, प्लेटलेट्स की चिंता
Disambiguation questions: क्या प्लेटलेट्स की जाँच हुई? | क्या बदन पर दाने हैं?",cultural_semantics,hi-en,Infectious / Vector-borne,moderate_to_severe,True
CS163,"मलेरिया जैसा बुखार है (malaria jaisa bukhar hai)
Literal: It feels like malaria fever
Meaning: Cyclical fever with chills and sweating; malaria suspicion.
Cultural context: People self-diagnose malaria due to fever pattern or community spread.
Synonyms/variants: बार-बार ताप आता है, कांपनी चढ़ती है
Disambiguation questions: क्या हर दूसरे दिन ताप आता है? | क्या कांपनी और पसीना आता है?",cultural_semantics,hi-en,Infectious / Vector-borne,moderate,True
CS164,"खून का बुखार बताया है (khoon ka bukhar bataya hai)
Literal: They said it’s a blood fever
Meaning: Lay term for typhoid, dengue, or any fever diagnosed via blood test.
Cultural context: Frequently used after hearing test results; non-specific but alarming.
Synonyms/variants: टाइफाइड, ब्लड इन्फेक्शन
Disambiguation questions: कौनसे टेस्ट में बताया? | क्या खून की रिपोर्ट देखी है?",cultural_semantics,hi-en,Infectious / Lay Terminology,moderate_to_severe,True
CS165,"टाइफाइड बताया है (typhoid bataya hai)
Literal: They said it’s typhoid
Meaning: Confirmed or suspected typhoid fever.
Cultural context: Widely known infection, often linked to food/water contamination.
Synonyms/variants: पेट का बुखार, खून में इंफेक्शन
Disambiguation questions: क्या रिपोर्ट में कन्फर्म है? | क्या दवा शुरू की?",cultural_semantics,hi-en,Infectious / Gastrointestinal,moderate,True
CS166,"थकावट से बुखार आ गया (thakawat se bukhar aa gaya)
Literal: Fever came due to exhaustion
Meaning: Low-grade fever or fatigue-induced viral reaction.
Cultural context: Common in India; people attribute fever to overwork or lack of rest.
Synonyms/variants: काम की थकान का बुखार, ज्यादा मेहनत से ताप
Disambiguation questions: क्या आराम से बुखार उतर जाता है? | क्या दोहराया गया है पहले?",cultural_semantics,hi-en,General / Fatigue-related,mild,False
CS167,"बुखार में दिमाग भारी है (bukhar mein dimaag bhaari hai)
Literal: The mind feels heavy during fever
Meaning: Fever-associated headache or mental dullness.
Cultural context: Describes brain fog or heaviness during fever.
Synonyms/variants: सर भारी है, ध्यान नहीं लगता
Disambiguation questions: क्या सिर दर्द भी है? | क्या ताप बहुत तेज़ है?",cultural_semantics,hi-en,Infectious / Neurology,mild_to_moderate,False
CS168,"बुखार उतरकर ठंड लग रही है (bukhar utarkar thand lag rahi hai)
Literal: Feeling cold after the fever has gone down
Meaning: Post-fever chills or weakness.
Cultural context: Used when temperature drops suddenly after high fever.
Synonyms/variants: पसीने के बाद ठंड लग रही, कमज़ोरी के कारण ठंड
Disambiguation questions: क्या ताप फिर बढ़ता है? | क्या ब्लड प्रेशर लो महसूस होता है?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS169,"बुखार के बाद भूख नहीं लगती (bukhar ke baad bhukh nahi lagti)
Literal: No hunger after fever
Meaning: Post-illness anorexia or reduced appetite.
Cultural context: Very common phrase in recovery phase; implies slow return to normalcy.
Synonyms/variants: खाने का मन नहीं होता, सब फीका लगता है
Disambiguation questions: कितने दिन से भूख कम है? | क्या धीरे-धीरे बढ़ रही है?",cultural_semantics,hi-en,Infectious / Recovery,mild,False
CS170,"सांस फूल रही है (saans phool rahi hai)
Literal: The breath is puffing
Meaning: Shortness of breath or dyspnea; possible asthma, COPD, or cardiac cause.
Cultural context: Very common Indian expression for breathlessness, both physical and anxiety-related.
Synonyms/variants: दम फूल रहा है, घुटन हो रही है
Disambiguation questions: क्या लेटने पर बढ़ती है? | क्या सीटी जैसी आवाज़ आती है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate_to_severe,True
CS171,"घुटन महसूस होती है (ghutan mehsoos hoti hai)
Literal: Feelings of suffocation
Meaning: Chest tightness or suffocation sensation; may indicate anxiety or respiratory congestion.
Cultural context: Used for both physical congestion and emotional distress.
Synonyms/variants: दम घुट रहा है, हवा नहीं लग रही
Disambiguation questions: क्या बंद जगह में ज़्यादा होता है? | क्या सांस लेने में दिक्कत है?",cultural_semantics,hi-en,Respiratory / Psychological,moderate,True
CS172,"छाती भारी लग रही है (chaati bhaari lag rahi hai)
Literal: The chest feels heavy
Meaning: Chest tightness; can indicate bronchitis, asthma, or cardiac pain.
Cultural context: Frequently used for both emotional stress and physical congestion.
Synonyms/variants: सीने पर बोझ है, दिल भारी है
Disambiguation questions: क्या दर्द बाएं हाथ तक जाता है? | क्या लेटने पर बढ़ता है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate_to_severe,True
CS173,"सांस अटक रही है (saans atak rahi hai)
Literal: The breath is getting stuck
Meaning: Intermittent breath obstruction; may indicate asthma, anxiety, or airway issue.
Cultural context: Describes interrupted or difficult breathing in panic or illness.
Synonyms/variants: दम अटक रहा है, सांस रुक रही है
Disambiguation questions: क्या सांस बंद होने जैसा लगता है? | क्या इनहेलर से राहत मिलती है?",cultural_semantics,hi-en,Respiratory / Urgent,severe,True
CS174,"खांसी के साथ सांस फूलती है (khansi ke saath saans phoolti hai)
Literal: Breathlessness occurs with cough
Meaning: Suggestive of bronchitis, asthma, or COPD.
Cultural context: Common phrasing for chronic respiratory distress.
Synonyms/variants: खांसी करते दम फूलता है, सांस और खांसी साथ हैं
Disambiguation questions: क्या रात में बढ़ती है? | क्या धूल/धुएँ से बढ़ती है?",cultural_semantics,hi-en,Respiratory,moderate_to_severe,True
CS175,"दम घुटने लगता है (dam ghutne lagta hai)
Literal: It feels like the breath is choking
Meaning: Severe breathlessness or panic-induced suffocation.
Cultural context: Can indicate both panic and physical distress; emotionally loaded phrase.
Synonyms/variants: सांस नहीं आती, घुटन लगती है
Disambiguation questions: क्या ये हर बार तनाव में होता है? | क्या बाहर खुली हवा में राहत मिलती है?",cultural_semantics,hi-en,Respiratory / Psychological,severe,True
CS176,"सांस लेने में घरघराहट है (saans lene mein ghargharaahat hai)
Literal: There is wheezing in breathing
Meaning: Wheezing or whistling sound during breathing; asthma or bronchospasm.
Cultural context: Common in asthma or COPD; patient notices noisy breath.
Synonyms/variants: सीटी जैसी आवाज़ आती है, घुर्र-घुर्र होती है
Disambiguation questions: क्या इनहेलर से राहत मिलती है? | क्या सीटी जैसी आवाज़ हर सांस में है?",cultural_semantics,hi-en,Respiratory,moderate,True
CS177,"सांस लेने में दर्द होता है (saans lene mein dard hota hai)
Literal: It hurts to breathe
Meaning: Pleuritic chest pain or musculoskeletal pain.
Cultural context: Used for pain on deep inspiration, often after cold or infection.
Synonyms/variants: गहरी सांस लेने पर दर्द, सीने में चुभन
Disambiguation questions: क्या दर्द सांस लेने पर बढ़ता है? | क्या खांसी या बुखार भी है?",cultural_semantics,hi-en,Respiratory / Cardiac,moderate,True
CS178,"सांस फूलकर आवाज़ आने लगती है (saans phoolkar awaaz aane lagti hai)
Literal: When breath increases, a sound starts coming
Meaning: Wheezing during exertion; asthma or COPD.
Cultural context: Describes breath sound during activity, recognized by laypeople.
Synonyms/variants: दम फूलने पर सीटी बजती है
Disambiguation questions: क्या रात को भी सांस फूलती है? | क्या इनहेलर से आराम मिलता है?",cultural_semantics,hi-en,Respiratory,moderate_to_severe,True
CS179,"रात में सांस रुकने जैसा लगता है (raat mein saans rukne jaisa lagta hai)
Literal: Feels like breath stops at night
Meaning: Possible sleep apnea, heart failure, or anxiety-related choking sensation.
Cultural context: Used by elders describing nocturnal breath interruption.
Synonyms/variants: नींद में दम घुटता है, सांस बंद हो जाती है
Disambiguation questions: क्या खर्राटे आते हैं? | क्या रात में बार-बार उठते हैं?",cultural_semantics,hi-en,Respiratory / Sleep Health,severe,True
CS180,"पेट में जलन हो रही है (pet mein jalan ho rahi hai)
Literal: There is burning in the stomach
Meaning: Gastric acidity or acid reflux.
Cultural context: Common household description for heartburn or gastritis.
Synonyms/variants: अम्लता, सीने तक जलन आ रही है
Disambiguation questions: क्या खाने के बाद बढ़ती है? | क्या खट्टी डकार आती है?",cultural_semantics,hi-en,Digestive / Gastrointestinal,mild_to_moderate,False
CS181,"खट्टी डकारें आ रही हैं (khattee dakaren aa rahi hain)
Literal: Sour burps are coming
Meaning: Acid reflux or dyspepsia.
Cultural context: Common Indian sign of indigestion or acidity.
Synonyms/variants: डकार में जलन, खटास महसूस होना
Disambiguation questions: क्या रात में ज़्यादा होता है? | क्या पेट फूलता है?",cultural_semantics,hi-en,Digestive / Gastrointestinal,mild,False
CS182,"पेट भारी लग रहा है (pet bhaari lag raha hai)
Literal: The stomach feels heavy
Meaning: Indigestion, slow digestion, or bloating.
Cultural context: Very frequent Indian phrase post-meal discomfort.
Synonyms/variants: अपच, भरा हुआ लगना
Disambiguation questions: क्या गैस भी होती है? | क्या खाना भारी था?",cultural_semantics,hi-en,Digestive / Common,mild,False
CS183,"पेट में गुड़गुड़ हो रही है (pet mein gurgur ho rahi hai)
Literal: The stomach is making gurgling sounds
Meaning: Gastrointestinal movement, gas, or mild infection.
Cultural context: Playful but descriptive Indian phrase for bloating or mild upset stomach.
Synonyms/variants: गैस बन रही है, पेट में उथल-पुथल है
Disambiguation questions: क्या दस्त हो रहे हैं? | क्या कुछ भारी खाया था?",cultural_semantics,hi-en,Digestive / Bloating,mild,False
CS184,"खाने का मन नहीं है (khane ka man nahi hai)
Literal: Don’t feel like eating
Meaning: Loss of appetite or nausea.
Cultural context: Often associated with fever, stress, or gastritis.
Synonyms/variants: भूख नहीं लगती, सब फीका लगता है
Disambiguation questions: कितने दिन से भूख नहीं लग रही? | क्या मितली होती है?",cultural_semantics,hi-en,Digestive / General,mild,False
CS185,"मितली आ रही है (mitli aa rahi hai)
Literal: Nausea is coming
Meaning: Nausea, vomiting sensation.
Cultural context: Frequent expression in Indian households for upset stomach or pregnancy-related nausea.
Synonyms/variants: उल्टी जैसा लग रहा है
Disambiguation questions: क्या उल्टी हुई? | क्या खाना देखकर मितली होती है?",cultural_semantics,hi-en,Digestive / Nausea,mild_to_moderate,False
CS186,"पेट साफ़ नहीं हो रहा (pet saaf nahi ho raha)
Literal: The stomach is not getting cleared
Meaning: Constipation or incomplete bowel evacuation.
Cultural context: Daily concern in Indian families, linked to diet and wellness.
Synonyms/variants: कब्ज है, मल नहीं हो रहा
Disambiguation questions: कितने दिन से कब्ज है? | क्या गैस या दर्द भी होता है?",cultural_semantics,hi-en,Digestive / Bowel,mild_to_moderate,False
CS187,"गैस चढ़ गई है (gas chadh gayi hai)
Literal: The gas has gone up
Meaning: Bloating, reflux, or anxiety described through lay idiom.
Cultural context: Extremely common Indian phrase — can mean heartburn, bloating, or tension.
Synonyms/variants: गैस बन गई, पेट फूला है
Disambiguation questions: क्या डकार आती है? | क्या छाती में जलन भी है?",cultural_semantics,hi-en,Digestive / Colloquial,mild,False
CS188,"पेट में मरोड़ उठ रहा है (pet mein marod uth raha hai)
Literal: Cramps are rising in the stomach
Meaning: Abdominal cramps due to infection, diarrhea, or food poisoning.
Cultural context: Used vividly to describe painful cramps or stomach ache.
Synonyms/variants: पेट दर्द, उल्टी-दस्त के पहले दर्द
Disambiguation questions: क्या दस्त भी हो रहे हैं? | क्या खाना बाहर का खाया था?",cultural_semantics,hi-en,Digestive / Acute,moderate,False
CS189,"पेट फूल गया है (pet phool gaya hai)
Literal: The stomach has swollen up
Meaning: Severe bloating or flatulence.
Cultural context: Very common Indian way of describing abdominal distension.
Synonyms/variants: पेट में हवा भर गई, गैस बनी हुई है
Disambiguation questions: क्या डकार आती है? | क्या पेट में दर्द भी है?",cultural_semantics,hi-en,Digestive / Bloating,mild_to_moderate,False
CS190,"दस्त लग गए हैं (dast lag gaye hain)
Literal: Loose motions have started
Meaning: Diarrhea, commonly due to food infection or stomach upset.
Cultural context: Most common Indian phrase for diarrhea; widely understood.
Synonyms/variants: ढीले दस्त, पेट खराब है
Disambiguation questions: दिन में कितनी बार हो रहे हैं? | क्या खून या म्यूकस है?",cultural_semantics,hi-en,Digestive / Acute Infection,moderate,True
CS191,"पेट खराब है (pet kharab hai)
Literal: The stomach is upset
Meaning: Non-specific stomach disturbance — could mean diarrhea, nausea, or discomfort.
Cultural context: Very common umbrella phrase for any digestive issue.
Synonyms/variants: पेट ठीक नहीं चल रहा, खाना नहीं पच रहा
Disambiguation questions: क्या उल्टी-दस्त हो रहे हैं? | क्या कोई बाहर का खाना खाया था?",cultural_semantics,hi-en,Digestive / Common,mild_to_moderate,False
CS192,"खाना खराब हो गया था (khana kharab ho gaya tha)
Literal: The food had gone bad
Meaning: Food poisoning from spoiled food.
Cultural context: Commonly used when people suspect food poisoning.
Synonyms/variants: खराब खाना खा लिया, पुराना खाना था
Disambiguation questions: कब खाया था? | बाकी लोगों को भी हुआ?",cultural_semantics,hi-en,Digestive / Foodborne,moderate_to_severe,True
CS193,"उल्टी-दस्त चल रहे हैं (ulti-dast chal rahe hain)
Literal: Vomiting and diarrhea are ongoing
Meaning: Acute gastroenteritis or food poisoning.
Cultural context: Describes simultaneous vomiting and diarrhea; urgent medical issue.
Synonyms/variants: पेट खराब है, वॉटर इन्फेक्शन
Disambiguation questions: कितनी बार उल्टी हुई? | क्या पानी पी पा रहे हैं?",cultural_semantics,hi-en,Digestive / Acute Infection,moderate_to_severe,True
CS194,"पेट में मरोड़ और दस्त हैं (pet mein marod aur dast hain)
Literal: There are cramps and loose motions
Meaning: Infective diarrhea with abdominal cramps.
Cultural context: Painful and urgent condition; typical rural phrasing.
Synonyms/variants: उल्टी-दस्त, पेट दर्द के साथ दस्त
Disambiguation questions: क्या खून या म्यूकस दिखा? | क्या हर खाने के बाद होता है?",cultural_semantics,hi-en,Digestive / Acute,moderate,True
CS195,"पानी जैसे दस्त हो रहे हैं (paani jaise dast ho rahe hain)
Literal: The motions are watery
Meaning: Severe diarrhea with dehydration risk.
Cultural context: Common emergency description for severe loose stools.
Synonyms/variants: पानी उतर रहा है, पतले दस्त
Disambiguation questions: क्या पेशाब हो रहा है? | क्या बहुत कमजोरी है?",cultural_semantics,hi-en,Digestive / Acute,severe,True
CS196,"खाने के बाद भागना पड़ता है (khane ke baad bhagna padta hai)
Literal: Have to run after eating
Meaning: Post-meal diarrhea or IBS.
Cultural context: Colloquial and humorous; used when digestion triggers loose motion.
Synonyms/variants: खाना पचता नहीं, खाते ही दस्त
Disambiguation questions: हर बार ऐसा होता है? | क्या कोई खास खाना खाने पर होता है?",cultural_semantics,hi-en,Digestive / Chronic,mild_to_moderate,False
CS197,"पेट हिल गया है (pet hil gaya hai)
Literal: The stomach has shaken up
Meaning: Mild diarrhea or unsettled stomach after bad food.
Cultural context: Playful idiom for temporary stomach upset; no serious tone.
Synonyms/variants: थोड़ा पेट खराब है, खराब खाना खा लिया
Disambiguation questions: क्या उल्टी भी हुई? | क्या ठीक हो गया अब?",cultural_semantics,hi-en,Digestive / Colloquial,mild,False
CS198,"पानी की कमी लग रही है (paani ki kami lag rahi hai)
Literal: Feeling short of water
Meaning: Dehydration due to diarrhea or heat.
Cultural context: Common Indian phrasing for dehydration or weakness.
Synonyms/variants: कमज़ोरी, मुंह सूख रहा है
Disambiguation questions: क्या पेशाब हो रहा है? | क्या बहुत चक्कर आ रहे हैं?",cultural_semantics,hi-en,Digestive / Dehydration,moderate,True
CS199,"हर चीज़ खाने से दस्त लग जाते हैं (har cheez khane se dast lag jaate hain)
Literal: Loose motions start with anything eaten
Meaning: Chronic diarrhea, malabsorption, or infection.
Cultural context: Used for persistent digestive weakness; often in elders.
Synonyms/variants: कुछ भी खाओ, भागना पड़ता है
Disambiguation questions: कितने दिन से चल रहा है? | क्या हर चीज़ से होता है या कुछ खास?",cultural_semantics,hi-en,Digestive / Chronic,moderate_to_severe,True
CS200,"पित्त बढ़ गया है (pitt badh gaya hai)
Literal: Bile has increased
Meaning: Traditional phrase for acidity or gastritis, linked to imbalance in ‘pitta dosha’.
Cultural context: Ayurvedic framing still widely used to describe burning, sourness, and nausea.
Synonyms/variants: गरमी चढ़ गई है, पित्त की समस्या
Disambiguation questions: क्या खट्टी डकारें भी हैं? | क्या उल्टी होती है?",cultural_semantics,hi-en,Digestive / Traditional Concept,mild_to_moderate,False
CS201,"खाना हज़म नहीं हो रहा (khana hazam nahi ho raha)
Literal: The food is not getting digested
Meaning: Indigestion, dyspepsia, or delayed gastric emptying.
Cultural context: Used broadly for post-meal discomfort, bloating, or fullness.
Synonyms/variants: अपच, भारीपन
Disambiguation questions: क्या गैस या डकार भी है? | क्या बहुत भारी खाना खाया?",cultural_semantics,hi-en,Digestive / Common,mild_to_moderate,False
CS202,"खाना ऊपर चढ़ आता है (khana upar chadh aata hai)
Literal: The food comes upward
Meaning: Acid reflux or regurgitation.
Cultural context: Typical phrasing for reflux symptoms in India.
Synonyms/variants: खट्टी डकार के साथ खाना ऊपर आता है
Disambiguation questions: क्या लेटने पर बढ़ता है? | क्या रात में नींद टूटती है?",cultural_semantics,hi-en,Digestive / GERD,moderate,True
CS203,"खाने में स्वाद नहीं है (khane mein swaad nahi hai)
Literal: There is no taste in food
Meaning: Loss of taste, appetite, or early satiety — often in infections or depression.
Cultural context: Used when appetite or taste is blunted.
Synonyms/variants: सब फीका लगता है, मन नहीं करता खाने का
Disambiguation questions: क्या बुखार के साथ है? | क्या नाक बंद है?",cultural_semantics,hi-en,Digestive / General Health,mild_to_moderate,False
CS204,"पेट में गैस घूम रही है (pet mein gas ghoom rahi hai)
Literal: Gas is moving around in the stomach
Meaning: Flatulence with migrating discomfort or bloating.
Cultural context: A vivid idiom for trapped gas sensation.
Synonyms/variants: गैस ऊपर-नीचे घूम रही है, पेट फूला है
Disambiguation questions: क्या डकार आती है? | क्या राहत मिलती है गैस पास होने पर?",cultural_semantics,hi-en,Digestive / Bloating,mild,False
CS205,"डकार नहीं निकल रही (dakar nahi nikal rahi)
Literal: The burp is not coming out
Meaning: Trapped gas or indigestion.
Cultural context: A very familiar phrase implying gas discomfort.
Synonyms/variants: फंसी हुई गैस, भारीपन
Disambiguation questions: क्या डकार लेने पर राहत मिलती है? | क्या सीने में जलन है?",cultural_semantics,hi-en,Digestive / Gas,mild,False
CS206,"पेट में भारीपन और उबकाई आ रही है (pet mein bhaaripan aur ubkai aa rahi hai)
Literal: Heaviness and nausea in the stomach
Meaning: Indigestion, gastritis, or food poisoning.
Cultural context: Common in cases of mild infection or overeating.
Synonyms/variants: मितली, खाना पच नहीं रहा
Disambiguation questions: क्या उल्टी हुई? | क्या भारी खाना खाया था?",cultural_semantics,hi-en,Digestive / Nausea,moderate,False
CS207,"खाने के बाद नींद सी आती है (khane ke baad neend si aati hai)
Literal: Feel sleepy after eating
Meaning: Postprandial fatigue, heavy meal effect, or sugar dysregulation.
Cultural context: Commonly mentioned when digestion is sluggish.
Synonyms/variants: थकान लगना, नींद छा जाती है
Disambiguation questions: हर बार खाने के बाद ऐसा होता है? | क्या बहुत भारी खाना था?",cultural_semantics,hi-en,Digestive / Metabolic,mild,False
CS208,"पेट नीचे खिंच रहा है (pet neeche khinch raha hai)
Literal: The stomach is pulling downwards
Meaning: Lower abdominal heaviness or cramps; may relate to bowel, urinary, or menstrual issues.
Cultural context: Used often by women to describe pelvic or abdominal heaviness.
Synonyms/variants: नीचे दर्द, खिंचाव
Disambiguation questions: क्या दस्त या पेशाब में दिक्कत है? | क्या मासिक धर्म से पहले है?",cultural_semantics,hi-en,Digestive / Reproductive Overlap,moderate,False
CS209,"भूख लगते ही जलन शुरू हो जाती है (bhukh lagte hi jalan shuru ho jaati hai)
Literal: As soon as hunger starts, burning begins
Meaning: Duodenal ulcer or acid-related gastritis.
Cultural context: Indicative of hunger-pain pattern; common in chronic gastritis.
Synonyms/variants: खाली पेट जलन, भूख में दर्द
Disambiguation questions: क्या खाने से राहत मिलती है? | क्या वजन घटा है?",cultural_semantics,hi-en,Digestive / Ulcer Pattern,moderate,True
CS210,"कब्ज की दिक्कत है (kabj ki dikkat hai)
Literal: There is a problem of constipation
Meaning: Chronic constipation or hard stools.
Cultural context: Very common in older adults; seen as a key health indicator in Indian households.
Synonyms/variants: पेट साफ़ नहीं होता, मल रुक जाता है
Disambiguation questions: कितने दिन से कब्ज है? | क्या दवा या हर्बल चूर्ण लेते हैं?",cultural_semantics,hi-en,Digestive / Bowel,mild_to_moderate,False
CS211,"पेट साफ़ नहीं होता पूरा (pet saaf nahi hota poora)
Literal: The stomach doesn’t get fully cleared
Meaning: Incomplete evacuation, IBS, or constipation.
Cultural context: Reflects the Indian obsession with ‘pet safai’ (clean stomach).
Synonyms/variants: मल पूरा नहीं निकलता, थोड़ा सा रह जाता है
Disambiguation questions: क्या हर रोज़ मल आता है? | क्या पानी या फाइबर कम लेते हैं?",cultural_semantics,hi-en,Digestive / Bowel,mild,False
CS212,"मल सख्त निकलता है (mal sakht nikalta hai)
Literal: The stool comes out hard
Meaning: Constipation with hard stools or dehydration.
Cultural context: Common lay term for straining during bowel movement.
Synonyms/variants: मल सूखा है, जोर लगाना पड़ता है
Disambiguation questions: क्या दर्द होता है? | क्या खून आता है?",cultural_semantics,hi-en,Digestive / Bowel,mild_to_moderate,False
CS213,"बवासीर की तकलीफ़ है (bawasir ki takleef hai)
Literal: Suffering from piles
Meaning: Hemorrhoids with pain, bleeding, or swelling.
Cultural context: Culturally sensitive but openly discussed among older adults.
Synonyms/variants: पाइल्स, मलद्वार में सूजन
Disambiguation questions: क्या खून आता है? | क्या दर्द या खुजली है?",cultural_semantics,hi-en,Digestive / Anorectal,moderate,True
CS214,"लीवर गर्म हो गया है (liver garam ho gaya hai)
Literal: The liver has become hot
Meaning: Ayurvedic-style idiom for indigestion or pitta aggravation; not literal liver disease.
Cultural context: Folk medicine term indicating internal heat or excess acidity.
Synonyms/variants: अंदर गर्मी है, पित्त बढ़ा हुआ है
Disambiguation questions: क्या आंखें पीली हैं? | क्या भूख कम लगी है?",cultural_semantics,hi-en,Digestive / Traditional,mild,False
CS215,"मुँह कड़वा लग रहा है (munh kadwa lag raha hai)
Literal: The mouth feels bitter
Meaning: Bitter taste due to liver issues, acidity, or infection.
Cultural context: Common complaint for digestive sluggishness or bile imbalance.
Synonyms/variants: स्वाद चला गया, कड़वापन
Disambiguation questions: क्या भूख कम है? | क्या खट्टी डकारें हैं?",cultural_semantics,hi-en,Digestive / General,mild,False
CS216,"खाने के बाद पेट निकल आता है (khane ke baad pet nikal aata hai)
Literal: The stomach comes out after eating
Meaning: Post-meal bloating or distension.
Cultural context: Playful yet descriptive; common phrasing for visible bloating.
Synonyms/variants: पेट फूल जाता है, भरा-भरा लगता है
Disambiguation questions: क्या डकार से राहत मिलती है? | क्या पेट दर्द भी होता है?",cultural_semantics,hi-en,Digestive / Bloating,mild,False
CS217,"हर समय गैस बनती रहती है (har samay gas banti rehti hai)
Literal: Gas keeps forming all the time
Meaning: Chronic bloating or dyspepsia, often due to diet or stress.
Cultural context: Common middle-aged complaint; attributed to irregular meals.
Synonyms/variants: लगातार गैस, पेट में फुलाव
Disambiguation questions: क्या खाने के बाद बढ़ती है? | क्या वजन घटा है?",cultural_semantics,hi-en,Digestive / Chronic Bloating,mild_to_moderate,False
CS218,"खाना पचता नहीं है (khana pachata nahi hai)
Literal: Food doesn’t get digested
Meaning: Functional dyspepsia or indigestion.
Cultural context: Highly common phrase in Indian homes for slow digestion.
Synonyms/variants: अपच, भूख नहीं लगना
Disambiguation questions: क्या हर बार खाना खाने पर होता है? | क्या गैस या जलन भी होती है?",cultural_semantics,hi-en,Digestive / Chronic,mild_to_moderate,False
CS219,"पेट में ठंड लग गई है (pet mein thand lag gayi hai)
Literal: Cold has entered the stomach
Meaning: Cultural belief indicating diarrhea or chills due to cold exposure or food.
Cultural context: Commonly used by elders for loose stools after cold water or weather.
Synonyms/variants: ठंडी चीज़ खा ली, पेट ठंडा हो गया
Disambiguation questions: क्या दस्त भी हैं? | क्या ठंडी चीज़ें खाई थीं?",cultural_semantics,hi-en,Digestive / Folk Belief,mild_to_moderate,False
